,chromosome,start,end
RPL35,9,124857880,124861981
RPL35AP2,9,34191555,34191881
RPL35AP20,9,6675284,6675614
RPL35AP21,9,71589601,71589933
RPL35AP22,9,117685254,117685588
RPL36AP33,9,35507564,35507873
RPL36AP34,9,27210327,27210626
RPL36AP35,9,108821697,108822004
RPL36AP6,9,107834509,107834829
RPL36P14,9,108626833,108627150
RPL3P11,9,14040716,14041861
RPL7AP44,9,106978776,106979554
RPL7AP45,9,41479960,41480548
RPL7AP46,9,63581254,63581834
RPL7AP47,9,14204248,14205039
RPL7AP48,9,20532552,20533339
RPL7AP76,9,62266319,62266919
RPL7P33,9,15361393,15362134
RPP25L,9,34610486,34612104
RPS10P3,9,88016300,88016793
RPS15AP27,9,107963703,107964045
RPS19P6,9,80782338,80782770
RPS20P24,9,72655832,72656192
RPS20P25,9,81410279,81410630
RPS26P2,9,30831878,30832225
RPS26P3,9,9090898,9091245
RPS27AP14,9,1164414,1164867
RPS27AP15,9,72741152,72741617
RPS29P17,9,35592786,35592951
RPS2P35,9,100116755,100117651
RPS3AP54,9,6662424,6663792
RPS6,9,19375715,19380236
RPS6P12,9,82744067,82744792
RPSAP49,9,88324454,88325339
RPSAP75,9,74804473,74804773
RPSAP76,9,125194649,125195821
RPSAP9,9,76398699,76399586
RRAGA,9,19049427,19051025
RUSC2,9,35490111,35561898
RXRA,9,134317098,134440585
S1PR3,9,88990863,89005155
SAMM50P1,9,17447145,17448543
SAPCD2,9,137062127,137070557
SARDH,9,133663560,133739955
SAXO1,9,18858906,19049358
SCAI,9,124942608,125143528
SCARNA8,9,19063656,19063786
SDR42E1P3,9,62690033,62690534
SEC16A,9,136440096,136483759
SEC61B,9,99222064,99230615
SECISBP2,9,89318500,89359663
SELENOTP1,9,6278667,6279153
SEMA4D,9,89360787,89498130
SEPTIN7P7,9,98606833,98608133
SERPINH1P1,9,34318407,34319655
SET,9,128683424,128696400
SETP5,9,137640986,137641547
SETX,9,132261356,132354986
SH2D3C,9,127738317,127778710
SH3GL2,9,17579066,17797124
SH3GLB2,9,129007036,129028331
SHB,9,37915898,38069227
SHC3,9,89005771,89178818
SHOC1,9,111686171,111795008
SIGMAR1,9,34634722,34637844
SIT1,9,35649295,35650931
SKA2P1,9,122761844,122762233
SKP1P3,9,39485379,39485865
SLC1A1,9,4490468,4587469
SLC24A2,9,19507452,19789037
SLC25A25,9,128068201,128109245
SLC25A25-AS1,9,128108581,128118693
SLC25A51,9,37879400,37904353
SLC25A5P8,9,32333457,32334354
SLC25A6P2,9,31253901,31254777
SLC25A6P5,9,105849710,105851425
SLC27A4,9,128340527,128361470
SLC28A3,9,84275457,84340758
SLC28A3-AS1,9,84278219,84290131
SLC2A8,9,127397138,127408424
SLC31A1,9,113221544,113264492
SLC31A2,9,113150976,113164140
SLC34A3,9,137230757,137236555
SLC35D2,9,96313444,96383711
SLC44A1,9,105244622,105439171
SLC46A2,9,112878920,112890876
SLC46A2-AS1,9,112885158,112885767
SLC4A1APP1,9,30558880,30559481
SMARCA2,9,1980290,2193624
SMARCA2-AS1,9,2041900,2046023
SMC2,9,104094260,104141419
SMC2-DT,9,103945549,104093073
SMC5,9,70258978,70354873
SMIM27,9,32551144,32568621
SMU1,9,33041765,33076674
SNAPC3,9,15422734,15465953
SNAPC4,9,136375567,136400176
SNHG7,9,136721366,136728961
SNORA17B,9,136726104,136726239
SNORA65,9,127448501,127448630
SNORA70C,9,117181066,117181200
SNORA84,9,92292461,92292593
SNORD121A,9,33952769,33952850
SNORD121B,9,33934296,33934376
SNORD62A,9,131485665,131485750
SNORD62B,9,131490486,131490571
SNORD90,9,122880213,122880323
SNRPCP1,9,32676063,32676520
SNRPEP2,9,6748703,6748981
SNX18P2,9,92893698,92894505
SNX18P3,9,38567377,38568211
SNX18P4,9,66082350,66083187
SNX18P7,9,33576380,33577014
SNX18P8,9,40293082,40293955
SNX18P9,9,64439346,64440180
SNX30,9,112750760,112881671
SNX30-DT,9,112743028,112750622
SOCS5P2,9,135447446,135450154
SOHLH1,9,135693407,135704498
SPAAR,9,35909490,35937153
SPACA9,9,132878027,132890201
SPAG8,9,35808045,35812272
SPATA31A1,9,39355669,39361962
SPATA31A3,9,66986304,66992550
SPATA31A6,9,42183659,42189887
SPATA31A7,9,61190036,61196280
SPATA31B1P,9,82057647,82063682
SPATA31C1,9,87914488,87923657
SPATA31C2,9,88129305,88138475
SPATA31D1,9,81988772,81995253
SPATA31D2P,9,81966564,81972130
SPATA31D3,9,81943500,81950093
SPATA31D4,9,81928428,81934998
SPATA31D5P,9,81913466,81919876
SPATA31E1,9,87882877,87888903
SPATA31F1,9,34723053,34729488
SPATA31F3,9,34889066,34895764
SPATA31G1,9,35041095,35045986
SPATA6L,9,4553386,4666674
SPIN1,9,88388430,88478694
SPINK4,9,33218365,33248567
SPMIP6,9,34379019,34397828
SPOUT1,9,128819651,128829794
SPTAN1,9,128552558,128633662
SPTLC1,9,92000087,92115413
SSNA1,9,137188660,137190370
ST6GALNAC4,9,127907886,127917041
ST6GALNAC6,9,127885321,127905408
STK33P1,9,85492579,85494094
STOM,9,121338987,121370304
STOML2,9,35099776,35103195
STPG3,9,137251261,137253483
STPG3-AS1,9,137250219,137253497
STRA6LP,9,97276569,97295765
STRBP,9,123109500,123268586
STX17,9,99906654,99974534
STXBP1,9,127579370,127696027
SUGT1P1,9,33503655,33510711
SUGT1P4,9,97238645,97246184
SUGT1P4-STRA6LP,9,97238306,97297314
SUGT1P4-STRA6LP-CCDC180,9,97238497,97377287
SUSD1,9,112040783,112175297
SUSD3,9,93058688,93085133
SVEP1,9,110365248,110579880
SWI5,9,128275379,128316123
SYF2P2,9,35010703,35011285
SYK,9,90801787,90898549
TAF1L,9,32629454,32635669
TAL2,9,105662457,105663124
TBC1D13,9,128787253,128810430
TBC1D2,9,98199011,98255649
TCEA1P1,9,97067749,97068628
TCEA1P3,9,38478471,38479350
TCEA1P4,9,32979560,32980403
TCF3P1,9,5110913,5112849
TDRD7,9,97412096,97496125
TEK,9,27109141,27230174
TESK1,9,35605262,35610041
TEX10,9,100302077,100352942
TEX48,9,114666434,114682192
TEX53,9,114656304,114662374
TGFBR1,9,99104038,99154192
TJP2,9,69121264,69274615
TLE1,9,81583683,81689547
TLE1-DT,9,81689713,81820426
TLE4,9,79571773,79726882
TLK1P1,9,122685933,122688372
TLN1,9,35696948,35732195
TLR4,9,117704175,117724735
TMC1,9,72521608,72838297
TMEFF1,9,100473149,100577636
TMEM141,9,136791344,136793317
TMEM203,9,137204082,137205648
TMEM210,9,137170858,137172056
TMEM215,9,32783540,32789201
TMEM245,9,109015135,109119947
TMEM246-AS1,9,101468345,101482199
TMEM250,9,136114581,136118875
TMEM252,9,68536580,68540883
TMEM252-DT,9,68539441,68644442
TMEM268,9,114611206,114646422
TMEM38B,9,105694541,105776629
TMEM8B,9,35814451,35865518
TMOD1,9,97501180,97601743
TMSB4XP4,9,128342153,128342770
TMX2P1,9,37885683,37886390
TNC,9,115019575,115118207
TNFSF15,9,114784652,114806039
TNFSF8,9,114893343,114930595
TOMM5,9,37582646,37592604
TOPORS,9,32540544,32552586
TOPORSLP,9,104275298,104277399
TOR1A,9,129812942,129824244
TOR1B,9,129803157,129811281
TOR2A,9,127731524,127735313
TOR4A,9,137277726,137282641
TPD52L3,9,6328375,6331891
TPM2,9,35681992,35690056
TPRN,9,137191617,137204193
TPT1P9,9,118082869,118083382
TRAF1,9,120902393,120929173
TRAF2,9,136881912,136926607
TRBV20OR9-2,9,33617845,33618508
TRBV22OR9-2,9,33634111,33634246
TRBV23OR9-2,9,33638035,33638494
TRBV24OR9-2,9,33649047,33649614
TRBV26OR9-2,9,33695767,33696059
TRBV29OR9-2,9,33786221,33786828
TRIM14,9,98069275,98119222
TRIM32,9,116687305,116701300
TRMO,9,97894512,97922500
TRMT10B,9,37753803,37778972
TRMT112P4,9,101356466,101356844
TRPM3,9,70529060,71446977
TRPM6,9,74722495,74888094
TRUB2,9,128305159,128322447
TSC1,9,132891348,132946874
TSTD2,9,97600080,97633368
TTC16,9,127716079,127731590
TTC39B,9,15163622,15307360
TTF1,9,132375548,132406851
TTLL11,9,121815674,122093606
TUBB4B,9,137241287,137243707
TUBB4BP2,9,34109171,34109968
TUBB4BP6,9,118763867,118764345
TUBB8P1,9,21811621,21812347
TUBBP5,9,138175045,138177264
TUSC1,9,25676969,25678444
TUT7,9,86287733,86354454
TXN,9,110243810,110256507
TXNDC8,9,110303476,110337891
TYRP1,9,12685439,12710285
UAP1L1,9,137077517,137084539
UBA52P6,9,22012155,22012536
UBAC1,9,135932969,135961373
UBAP1,9,34179005,34252523
UBAP2,9,33921693,34049388
UBE2R2,9,33817160,33920399
UBE2R2-AS1,9,33732970,33818836
UBQLN1,9,83659968,83707958
UBQLN1-AS1,9,83707594,83713610
UCK1,9,131523801,131531264
UGCG,9,111896814,111935369
UHRF2,9,6413151,6507056
UNC13B,9,35161992,35405338
UPF3AP3,9,99998301,99999069
URM1,9,128371361,128392016
USP20,9,129834698,129881828
VAV2,9,133761894,133992604
VCP,9,35053928,35072668
VDAC1P11,9,94287699,94288550
VLDLR,9,2621182,2660056
VLDLR-AS1,9,2301072,2622457
VN1R48P,9,38504447,38505482
VN1R51P,9,97093694,97094638
VN2R3P,9,39016969,39039594
VPS13A,9,77177445,77421537
VPS13A-AS1,9,77176594,77178201
VTI1BP4,9,128650998,128652145
WASHC1,9,14475,73865
WDR31,9,113313222,113340298
WDR38,9,124853417,124857890
WDR5,9,134135365,134159968
WDR5-DT,9,134131446,134135772
WHRN,9,114402078,114505473
WNK2,9,93184122,93320572
XPA,9,97674909,97697340
YBX1P10,9,35971344,35972318
YBX1P6,9,109532830,109534332
YRDCP1,9,94432631,94433273
YRDCP2,9,96954820,96955461
YWHABP1,9,38643042,38643768
YWHAZP6,9,34922184,34922921
ZBTB26,9,122915566,122931512
ZBTB34,9,126860639,126885878
ZBTB43,9,126805006,126838210
ZBTB5,9,37438102,37465450
ZBTB6,9,122908056,122913323
ZCCHC7,9,37120574,37358149
ZDHHC12,9,128720870,128724127
ZDHHC12-DT,9,128724233,128733313
ZDHHC21,9,14586766,14693432
ZER1,9,128729786,128772414
ZFAND5,9,72351413,72365235
ZFAND6P1,9,35449748,35450352
ZFP37,9,113038377,113056759
ZMYND19,9,137582081,137590512
ZNF169,9,94259298,94303967
ZNF189,9,101398851,101410660
ZNF322P1,9,97198303,97199511
ZNF367,9,96385941,96418370
ZNF462,9,106863166,107013634
ZNF483,9,111525159,111577844
ZNF484,9,92843171,92878038
ZNF510,9,96754553,96778129
ZNF618,9,113876282,114056593
ZNF658,9,66856426,66932141
ZNF658B,9,39444304,39508885
ZNF782,9,96816269,96875623
ZNF79,9,127424374,127445372
ZNF883,9,112988129,113012192
ZNG1A,9,120837,179147
ZNG1C,9,68232003,68300035
ZNG1DP,9,65287914,65323015
ZNG1E,9,65668805,65734041
ZNG1F,9,41131306,41199261
ZYG11AP1,9,102611162,102612155
AARD,8,116938207,116944487
ABRA,8,106759483,106770244
ABRAXAS1P2,8,18088569,18089687
ACTBP6,8,84948585,84949674
ADAM24P,8,17469518,17471618
ADAM28,8,24294069,24359014
ADAM3A,8,39451045,39522852
ADAM5,8,39314591,39417378
ADAM7,8,24440930,24526970
ADAM7-AS1,8,24169001,24912073
ADAM7-AS2,8,24490312,24524887
ADAMDEC1,8,24384285,24406013
ADCY8,8,130780301,131040909
ADGRA2,8,37784191,37844896
ADGRB1,8,142449430,142545009
ADHFE1,8,66432492,66468907
ADI1P2,8,102688317,102688906
ADRA1A,8,26748150,26867278
ADRB3,8,37962990,37966599
AFG3L2P1,8,43270198,43271960
AGO2,8,140520156,140635633
ALKAL1,8,52534037,52565430
ANGPT1,8,107249482,107498055
ANGPT2,8,6499632,6563409
ANK1,8,41653220,41896741
ANKRD46,8,100509752,100559784
ANXA13,8,123680794,123737402
AP3M2,8,42152946,42171673
ARC,8,142611049,142614479
ARFGEF1,8,67173511,67343781
ARFGEF1-DT,8,67343138,67491875
ARHGAP39,8,144529179,144685846
ARMC1,8,65602458,65634217
ASAH1,8,18055992,18084998
ASAH1-AS1,8,18084236,18127404
ASAP1,8,130052104,130443674
ASAP1-IT2,8,130082738,130084768
ASH2L,8,38105493,38144076
ASNSP1,8,46579213,46614523
ASNSP4,8,46697630,46698688
ASPH,8,61500556,61714640
ATAD2,8,123319850,123416350
ATP6V0D2,8,85987323,86154225
ATP6V1B2,8,20197381,20230399
ATP6V1C1,8,103021063,103073051
ATP6V1G1P2,8,47194002,47194347
ATP6V1H,8,53715543,53843558
AZIN1,8,102826111,102893864
BAALC,8,103140713,103230305
BAALC-AS1,8,103153394,103371410
BAALC-AS2,8,103132954,103141615
BAG4,8,38176533,38213301
BHLHE22,8,64580365,64583627
BHLHE22-AS1,8,64574306,64582108
BIN3,8,22620418,22669148
BMP1,8,22165140,22212326
BNIP3L,8,26383054,26505636
BOP1,8,144262045,144291438
BPNT2,8,56957931,56993867
BRF2,8,37843268,37849861
BRIX1P1,8,51435602,51436509
BTF3P1,8,51721670,51722164
BTF3P12,8,70273369,70273837
BTF3P3,8,22492631,22493044
BUD31P1,8,33641581,33641939
C1GALT1P3,8,61909984,61910802
C4orf46P3,8,78723796,78724136
C8orf17,8,139931172,139933942
C8orf34,8,68330955,68819023
C8orf34-AS1,8,68302228,68331689
C8orf44,8,66667475,66685564
C8orf44-SGK3,8,66667596,66860472
C8orf48,8,13566869,13568288
C8orf58,8,22599599,22604150
C8orf76,8,123219967,123241377
C8orf82,8,144525733,144529132
C8orf88,8,90958471,90985238
C8orf89,8,73241331,73259530
CA1,8,85327608,85379014
CA13,8,85220587,85284073
CA2,8,85463968,85481493
CA3,8,85373436,85449040
CA3-AS1,8,85440537,85469968
CA8,8,60185412,60281400
CALB1,8,90058608,90095475
CARS1P2,8,114791653,114791929
CASC11,8,127686343,127739022
CASC19,8,127072694,127227541
CASC8,8,127289667,127482139
CASC9,8,75120407,75352327
CCAR2,8,22604757,22620964
CCAT2,8,127400399,127402150
CCDC25,8,27733316,27772653
CCDC26,8,128634199,129723023
CCN3,8,119416446,119424434
CCN4,8,133191039,133231690
CCNE2,8,94879770,94896678
CDC42P3,8,142995850,142996482
CDCA2,8,25459199,25507911
CDH17,8,94127162,94217303
CDK5P1,8,122769274,122770150
CEBPD,8,47736913,47738164
CERNA3,8,56074273,56081877
CFAP418,8,95244913,95269201
CFAP418-AS1,8,95204456,95811254
CHCHD7,8,56211686,56218809
CHD7,8,60678740,60868028
CHILL1,8,23071377,23074488
CHMP4C,8,81732448,81759515
CHMP7,8,23243637,23262000
CHRAC1,8,140511311,140517154
CHRNA2,8,27459756,27479883
CHRNA6,8,42752620,42796392
CHRNB3,8,42697366,42737407
CIBAR1,8,93698561,93731527
CIBAR1-DT,8,93212888,93700512
CKS1BP7,8,80644939,80645173
CLU,8,27596917,27614700
CLVS1,8,61057158,61501645
CLXN,8,48710789,48735311
CNBD1,8,86866415,87615219
CNGB3,8,86553977,86743675
CNOT7,8,17224966,17246878
COL14A1,8,120059780,120373573
COL22A1,8,138588235,138914041
COLEC10,8,118995452,119108455
COMMD5,8,144841042,144853736
COPS5,8,67043079,67083783
COX6B1P4,8,26835817,26836300
COX6B1P6,8,89823548,89823802
COX6C,8,99873200,99893707
CPA6,8,67422038,67746378
CPNE3,8,86514435,86561498
CPP,8,91157285,91158748
CPQ,8,96645242,97149654
CRH,8,66176376,66178464
CRISPLD1,8,74984505,75034558
CSGALNACT1,8,19404161,19758029
CSMD1,8,2935353,4994972
CSMD3,8,112222928,113436939
CSPP1,8,67062417,67196778
CTHRC1,8,103371538,103382989
CYC1,8,144095039,144097525
CYCSP23,8,119618162,119618474
CYP11B1,8,142872356,142879846
CYP11B2,8,142910559,142917843
CYP4F44P,8,43539973,43540927
CYP7A1,8,58490178,58500163
CYP7B1,8,64587763,64798737
CYRIB,8,129839593,130017504
DCAF13,8,103414714,103443453
DCAF4L2,8,87870747,87874015
DCSTAMP,8,104339087,104356689
DCTN6,8,30156319,30183639
DCTN6-DT,8,30155828,30156673
DDHD2,8,38225218,38275558
DECR1,8,90001405,90053633
DEFB108E,8,12341426,12345776
DEFB130A,8,12310962,12318316
DENND3,8,141117278,141195808
DENND3-AS1,8,141124678,141130119
DEPTOR,8,119873717,120050918
DEPTOR-AS1,8,119867419,119874582
DERL1,8,123013170,123042302
DKK4,8,42374063,42377229
DMTN,8,22048995,22082527
DNAAF11,8,132570416,132675592
DNAJB6P2,8,26433029,26434065
DNAJC5B,8,66021553,66101245
DNAJC8P3,8,141968091,141968841
DOCK5,8,25184689,25418082
DOK2,8,21908873,21913690
DPPA3P7,8,133392211,133392690
DPPA3P9,8,82979411,82979886
DPY19L4,8,94719703,94793836
DPYS,8,104330324,104467055
DPYSL2,8,26514031,26658178
DSCC1,8,119833976,119855894
DSTNP3,8,73984493,73984883
DUSP26,8,33591330,33600023
DUSP4,8,29333064,29350684
DUTP2,8,123352181,123352643
DUXAP2,8,101366417,101367005
E2F5,8,85177154,85217158
E2F5-DT,8,85086590,85178806
EBAG9,8,109539711,109570072
EBF2,8,25841725,26045413
EEF1A1P37,8,111225585,111227049
EFR3A,8,131904093,132013642
EGR3,8,22687659,22693480
EIF3E,8,108162787,108443496
EIF3H,8,116642130,116766925
EIF4EBP1,8,38030534,38060365
EIF4EP5,8,14309033,14309672
ELOC,8,73939169,73972307
ELP3,8,28089673,28191156
EMC2,8,108443601,108489196
ENPP2,8,119557086,119673453
ENTPD4,8,23385783,23457695
ENTPD4-DT,8,23458601,23484971
ENY2,8,109334324,109345954
EPHX2,8,27490781,27545564
EPPK1,8,143857324,143878467
ERICD,8,140636281,140638283
ERICH5,8,98064522,98093610
ERLIN2,8,37736601,37758422
ESCO2,8,27771949,27812640
ESRP1,8,94641074,94707466
EXOSC4,8,144078648,144080648
EXT1,8,117794490,118111826
EXTL3,8,28600469,28756561
EXTL3-AS1,8,28690215,28702154
EYA1,8,71197433,71592025
FABP12,8,81524981,81590139
FABP4,8,81478419,81483236
FABP5,8,81280536,81284777
FABP9,8,81458253,81461579
FAM110B,8,57994523,58204279
FAM135B,8,138130023,138497261
FAM66A,8,12362019,12625014
FAM83A,8,123178960,123210079
FAM83A-AS1,8,123193501,123202743
FAM83A-AS2,8,123181638,123182788
FAM87A,8,375931,384079
FAM90A14,8,7715443,7718453
FAM90A25P,8,12415080,12418090
FAM90A2P,8,12172761,12175771
FAM91A1,8,123768439,123815452
FBXO16,8,28348287,28490278
FBXO25,8,406428,477967
FBXO32,8,123497889,123541206
FBXO43,8,100133351,100145817
FER1L6,8,123851987,124120061
FER1L6-AS1,8,123984138,124040782
FER1L6-AS2,8,124044395,124171529
FGF17,8,22042398,22048809
FGF20,8,16992181,17002345
FGFR1,8,38400215,38468834
FGL1,8,17864380,17910365
FHIP2B,8,22089150,22104911
FNTA,8,43034194,43085788
FOXH1,8,144473412,144475849
FSBP,8,94378377,94436952
FTH1P11,8,81521682,81522232
FUT10,8,33370824,33473146
FZD3,8,28494205,28574267
FZD6,8,103298433,103332866
GAPDHP30,8,96068729,96069681
GAPDHP62,8,100550724,100551713
GASAL1,8,102804677,102810044
GDAP1,8,74320613,74518007
GDF6,8,96142333,96160806
GEM,8,94249253,94262350
GFRA2,8,21690398,21812357
GGH,8,63014881,63039407
GINS4,8,41529218,41545030
GLI4,8,143267433,143276931
GML,8,142834247,142916506
GNRH1,8,25419258,25424654
GOLGA2P1,8,86657388,86660293
GOLGA7,8,41488200,41511095
GOT1L1,8,37934281,37940124
GPAA1,8,144082337,144093149
GPAT4,8,41577187,41625001
GPAT4-AS1,8,41509593,41578421
GPIHBP1,8,143213218,143217170
GPT,8,144502973,144507174
GRHL2,8,101492439,101669726
GRINA,8,143990056,143993415
GSR,8,30678066,30727846
GTF2E2,8,30578318,30658236
GULOP,8,27560274,27589073
GYG1P1,8,73905357,73915010
H2AZP2,8,70103798,70104179
HAS2,8,121612116,121641440
HAS2-AS1,8,121639293,121994185
HAUS1P3,8,72618722,72619383
HEY1,8,79762371,79767857
HGH1,8,144137774,144140851
HGSNAT,8,43140464,43202855
HHLA1,8,132061480,132111159
HIGD1AP18,8,77013751,77014028
HIGD1AP6,8,75302296,75302574
HIKESHIP3,8,30754236,30754539
HMBOX1,8,28890395,29064764
HMBOX1-IT1,8,28949676,28955955
HMGB1P19,8,123123106,123123682
HMGB1P23,8,29218905,29219472
HMGB1P41,8,80812142,80812581
HMGB1P46,8,107173200,107173809
HNF4G,8,75407914,75566834
HNRNPA1P36,8,81807772,81808726
HNRNPA1P4,8,82291624,82292379
HOOK3,8,42896946,43030535
HPYR1,8,132507962,132565246
HR,8,22114419,22133384
HSPA8P11,8,30237382,30240997
HSPA8P13,8,46549089,46550802
HSPE1P14,8,102451763,102452483
HTRA4,8,38974228,38988663
IADEN,8,131308545,131317889
IARS2P1,8,87598462,87601634
IDI1P2,8,48294026,48294694
IDO1,8,39902275,39928790
IDO2,8,39934614,40016392
IFITM3P8,8,60906059,60906452
IFITM8P,8,63409064,63409457
IGLV8OR8-1,8,47202444,47202897
IKBKB,8,42271302,42332460
IKBKB-DT,8,42233662,42271275
IL7,8,78675743,78805523
IMPA1,8,81656914,81686331
IMPA1P1,8,81605569,81626949
IMPDH1P6,8,123400582,123402095
INTS10,8,19817391,19852083
INTS8,8,94813311,94881746
INTS9,8,28767661,28890242
INTS9-AS1,8,28798142,28802085
IQANK1,8,143734139,143790645
IRF5P1,8,92972575,92974738
JCHAINP1,8,84980073,84980547
JPH1,8,74234700,74321540
JRK,8,142657460,142681968
KAT6A,8,41929479,42051994
KBTBD11-OT1,8,1966872,1992616
KCNB2,8,72537225,72938349
KCNK9,8,139600838,139704109
KCNQ3,8,132120861,132481095
KCNS2,8,98426958,98432853
KCNU1,8,36784324,36936125
KCNV1,8,109963636,109975771
KCTD9,8,25427847,25458476
KCTD9P6,8,31219894,31220984
KHDRBS3,8,135457456,135656722
KIF13B,8,29067278,29263124
KIFC2,8,144466043,144474202
KLF10,8,102648784,102655725
KLHL38,8,123644442,123653801
KNOP1P5,8,126072587,126074231
KRT18P37,8,41511240,41512521
KRT8P3,8,61578220,61579668
KRT8P4,8,89412621,89415071
LACTB2,8,70635318,70669185
LACTB2-AS1,8,70608494,70663279
LAPTM4B,8,97775057,97853013
LEPROTL1,8,30095408,30177208
LETM2,8,38386207,38409527
LGI3,8,22146830,22157084
LINC00051,8,142198319,142209003
LINC00251,8,65160912,65184210
LINC00293,8,46822174,46907309
LINC00534,8,90221341,90687863
LINC00536,8,115950511,116451731
LINC00589,8,29654314,29770539
LINC00861,8,125859721,126292788
LINC00964,8,124823702,124962531
LINC00967,8,66177238,66200904
LINC00968,8,56494305,56560407
LINC01030,8,90198389,90620077
LINC01111,8,76406654,76524356
LINC01151,8,122485194,122733804
LINC01181,8,103121032,103132966
LINC01288,8,34784028,34865364
LINC01289,8,63752055,63814143
LINC01298,8,95206876,95216525
LINC01299,8,65526738,65562781
LINC01301,8,60284903,60516853
LINC01414,8,63686419,64369176
LINC01419,8,83403739,83408900
LINC01591,8,135234131,135299719
LINC01592,8,68852582,69254715
LINC01602,8,57855411,57984126
LINC01603,8,69424842,69495922
LINC01605,8,37406399,37625873
LINC01607,8,79743143,79803431
LINC01608,8,110899995,111040372
LINC01609,8,111093260,111236230
LINC02055,8,135859369,137092183
LINC02099,8,29748309,29798492
LINC02153,8,20972021,20995119
LINC02209,8,29920560,29953724
LINC02235,8,81841729,81924348
LINC02237,8,111376639,111757710
LINC02599,8,48590379,48594621
LINC02605,8,78835307,78840525
LINC02839,8,82098451,82160584
LINC02842,8,61785047,62119898
LINC02844,8,101239049,101332123
LINC02845,8,101387296,101393255
LINC02847,8,48591129,48621313
LINC02849,8,85851446,85861649
LINC02855,8,121668900,121697626
LINC02866,8,40104069,40178286
LINC02886,8,75167704,75176656
LINC02894,8,94637284,94641055
LINC02906,8,93134082,93166850
LINC02912,8,127946559,127948723
LINC02933,8,103383078,103383854
LINC02947,8,48515846,48518157
LINC02948,8,29494231,29583951
LINC02964,8,125648231,126008930
LINC02984,8,53393077,53524336
LINC02986,8,80541300,80543104
LINC02990,8,143412749,143417054
LINC03018,8,57746126,57750199
LINC03020,8,70471046,70485701
LINC03023,8,20954012,20968904
LINC03042,8,38510834,38529044
LINC03044,8,101103807,101126619
LINC03047,8,102528513,102539943
LINC03054,8,48618498,48623907
LINC03071,8,74590246,74633374
LINC03084,8,105142860,105188606
LINC03090,8,101125016,101153675
LNCOC1,8,142701857,142727056
LNMICC,8,81252601,81281446
LOXL2,8,23296897,23425328
LOXL2-AS1,8,23336171,23366125
LPL,8,19901717,19967259
LRATD2,8,126552443,126558478
LRP12,8,104489231,104589258
LRRC14,8,144517992,144525172
LRRC24,8,144522388,144527033
LRRC69,8,91101832,91219257
LRRCC1,8,85107215,85146080
LSM1,8,38163335,38176730
LSM12P1,8,35525176,35525763
LY6D,8,142784882,142786539
LY6K,8,142700111,142705127
LY96,8,73991392,74029079
LYN,8,55879835,56014169
